OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
142,4092011940,Daniels Restaurant & Catering,1430 W WILLIAMS ST ,,APEX,NC,27523-9300,(919) 303-1006,1996-10-07T00:00:00.000Z,Restaurant,1155,-78.87657249,35.75245638,M
143,4092020964,Food Lion #1481 Deli ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Food Stand,1171,-78.66044244,35.88617531,T
144,4092020996,Food Lion #723 Deli ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000-07-01T00:00:00.000Z,Food Stand,1174,0,0,U
145,4092300210,International Foods,2215 New Hope Church Rd,,RALEIGH,NC,27604-1600,,2002-09-19T00:00:00.000Z,Meat Market,1189,-78.60062749,35.83624718,M
146,4092300211,BJ's Membership Club Meat Mkt,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002-10-25T00:00:00.000Z,Meat Market,1192,-78.58054205,35.69110315,M
147,4092300237,COMPARE FOODS MARKET,410 W GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9481,2008-01-17T00:00:00.000Z,Meat Market,1193,-78.32298663,35.82162579,M
148,4092014021,Primavera Pizza,160 Shenstone BLVD ,,GARNER,NC,27529,(919) 329-6441,2004-04-01T00:00:00.000Z,Restaurant,1194,-78.58054205,35.69110315,M
149,4092014019,Jason`s Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004-04-07T00:00:00.000Z,Restaurant,1196,-78.78578747,35.90670595,M
150,4092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004-05-04T00:00:00.000Z,Restaurant,1198,-78.62697433,35.89197359,M
151,4092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004-07-09T00:00:00.000Z,Public School Lunchrooms,1203,-78.87522127,35.77275991,M
152,4092160004,Litchford Falls Healthcare Kitchen,8200 Litchford Rd,,RALEIGH,NC,27615,(919) 878-7772,2003-04-07T00:00:00.000Z,Institutional Food Service,1210,-78.60167942,35.89047655,M
153,4092021181,Little Caesars #18,203 Timber Dr,,GARNER,NC,27529,(919) 772-7775,2003-09-12T00:00:00.000Z,Food Stand,1213,-78.60613102,35.68500723,M
154,4092014078,Chuck E Cheese,3501-131 Capital Blv,,RALEIGH,NC,27604,(919) 850-9241,2004-06-24T00:00:00.000Z,Restaurant,1216,-78.58559583,35.82850307,M
155,4092020237,Snoopy's # 1,1931 Wake Forest Rd,,RALEIGH,NC,27608-2731,(919) 833-0992,1991-04-29T00:00:00.000Z,Food Stand,1232,-78.6250208,35.8072596,M
156,4092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4097,1991-09-17T00:00:00.000Z,Public School Lunchrooms,1236,-78.66786984,35.87032502,M
157,4092012212,Starbucks #8270,7498 CREEDMOOR RD ,,RALEIGH,NC,27613-1664,(919) 846-0633,1998-03-25T00:00:00.000Z,Restaurant,1244,-78.67820041,35.88787167,M
158,4092013020,La Farm Bakery,4248 NW CARY PKY ,,CARY,NC,27513-8478,(919) 465-2349,1999-10-13T00:00:00.000Z,Restaurant,1246,-78.82751464,35.79057556,M
159,4092013236,Sage Cafe,2805 Highwoods Blv ,,RALEIGH,NC,27604-1002,(919) 872-3500,2000-11-27T00:00:00.000Z,Restaurant,1247,-78.60147759,35.81782808,M
160,4092012900,Los Tres Vaqueros,7909-109 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3348,(919) 846-6666,1999-03-26T00:00:00.000Z,Restaurant,1250,-78.62697433,35.89197359,M
161,4092300192,Food Lion #536 Meat Market ,9101 - 107 Leesville Rd,,RALEIGH,NC,27613,,2001-01-01T00:00:00.000Z,Meat Market,1252,0,0,U
162,4092021059,Harris Teeter #90 Meat Market,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001-03-15T00:00:00.000Z,Food Stand,1253,-78.72593809,35.90878313,M
163,4092021474,Lee`s Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007-09-20T00:00:00.000Z,Food Stand,1277,-78.57926249,35.84833828,M
164,4092013467,Abyssinia Ethiopian Restaurant,2109-146 AVENT FERRY RD,,RALEIGH,NC,27606-2198,(919) 664-8151,2001-11-30T00:00:00.000Z,Restaurant,1282,-78.67658538,35.77936846,M
165,4092013595,Goodberry`s #12,9870 Leesville RD ,,RALEIGH,NC,27613-7536,(847) 045-3,2002-05-24T00:00:00.000Z,Restaurant,1294,-78.72831344,35.90771409,M
166,4092110130,Holly Ridge Middle Sch. Cafeteria,950 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1310,2002-07-17T00:00:00.000Z,Public School Lunchrooms,1296,-78.81529539,35.65412904,M
167,4092160022,Spring Arbor Of Apex Foodservice,901 Spring Arbor Ct,,APEX,NC,27502,(919) 303-9997,2003-06-30T00:00:00.000Z,Institutional Food Service,1307,-78.8646915,35.73535765,M
168,4092160025,Wellington Nursing Center Kitchen,1000 Tandal Pl,,KNIGHTDALE,NC,27545,(919) 266-7744,2003-06-29T00:00:00.000Z,Institutional Food Service,1308,-78.50919721,35.7933865,M
169,4092013834,Smithfield Chicken &amp; Bar-B-Que,12504 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 488-8388,2003-07-10T00:00:00.000Z,Restaurant,1310,-78.53382266,35.98666565,M
170,4092012835,Mcdonald`s #17721,900 US 64 HWY ,,APEX,NC,27502,(919) 380-0906,1998-11-16T00:00:00.000Z,Restaurant,1312,-78.82150811,35.74450967,M
171,4092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007-09-14T00:00:00.000Z,Food Stand,1316,-78.50930992,35.89359383,M
172,4092160063,HILLCREST RALEIGH AT CRABTREE VALLEY REHAB &amp; HEALTHCARE,3830 BLUE RIDGE RD ,,RALEIGH,NC,27612,(919) 781-4900,2007-09-18T00:00:00.000Z,Institutional Food Service,1317,-78.68119169,35.83201899,M
173,4092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Meat Market,1323,-78.66044244,35.88617531,T
174,4092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000-07-01T00:00:00.000Z,Meat Market,1324,-78.65461141,35.89932701,M
175,4092300152,Food Lion #247 Meat Market,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000-07-01T00:00:00.000Z,Meat Market,1325,-78.57896604,35.84571366,M
176,4092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002-06-18T00:00:00.000Z,Meat Market,1326,-78.7683811,35.80043605,M
177,4092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000-07-01T00:00:00.000Z,Meat Market,1327,-78.73773278,35.74361773,M
178,4092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000-07-01T00:00:00.000Z,Meat Market,1328,0,0,U
179,4092013904,Barnes &amp; Noble Cafe #2171,8431 Brier Creek Pky,,RALEIGH,NC,27617,(919) 484-9903,2003-09-25T00:00:00.000Z,Restaurant,1335,-78.78334742,35.90685073,M
180,4092110066,Fuquay Elementary Cafeteria,6600 JOHNSON POND RD ,,FUQUAY VARINA,NC,27526-9036,(919) 557-2578,1991-09-16T00:00:00.000Z,Public School Lunchrooms,1343,-78.75816353,35.60302894,M
181,4092011034,Century Center Cafeteria (DOT building),1020 BIRCH RIDGE DR ,,RALEIGH,NC,27610-4328,(919) 250-4244,1992-01-28T00:00:00.000Z,Restaurant,1364,-78.57897839,35.76393419,M
182,4092160013,Hillside Nursing Center Foodservice,968 E Wait Ave,,WAKE FOREST,NC,27587,(919) 556-4082,2003-06-06T00:00:00.000Z,Institutional Food Service,1369,-78.49470273,35.971503,M
183,4092013811,Moe's Southwest Grill #150,506 Daniels St,,RALEIGH,NC,27605,(919) 664-6637,2003-06-16T00:00:00.000Z,Restaurant,1371,-78.66105804,35.79149603,M
184,4092013831,Cruizers 28,7220 Six Forks Rd ,,RALEIGH,NC,27615,(919) 847-2606,2003-07-09T00:00:00.000Z,Restaurant,1375,-78.64508835,35.87865432,M
185,4092013835,Starbucks Coffee,125 Weston Pky,,CARY,NC,27513,(919) 677-6104,2003-07-10T00:00:00.000Z,Restaurant,1376,-78.77115656,35.82699882,M
186,4092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007-10-22T00:00:00.000Z,Restaurant,1392,-78.74169613,35.74700826,M
187,4092014026,Jersey Mike`s Subs,957 High House Rd,,CARY,NC,27513,(919) 461-0660,2004-04-07T00:00:00.000Z,Restaurant,1393,-78.82820605,35.78725248,M
188,4092110090,Pleasant Union Elem.School Cafet.,1900 PLEASANT UNION CHURCH RD ,,RALEIGH,NC,27614-7103,(919) 870-4230,1992-08-20T00:00:00.000Z,Public School Lunchrooms,1410,-78.67273066,35.95029393,M
189,4092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,,CARY,NC,27511,(919) 816-8830,2000-05-05T00:00:00.000Z,Restaurant,1417,0,0,U
190,4092014090,Moe`s Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004-07-14T00:00:00.000Z,Restaurant,1425,-78.7803264,35.91259169,M
191,4092030117,Pupuseria El Salvador (WCID #403),15 Jones Franklyn RD ,,Raleigh,NC,27606,(919) 625-4405,2004-08-20T00:00:00.000Z,Mobile Food Units,1428,-78.72110095,35.78550754,M
192,4092020585,SPEEDWAY #6984,1470 Hwy 70 W,,GARNER,NC,27529,(919) 779-5952,1994-01-05T00:00:00.000Z,Food Stand,1445,0,0,U
193,4092020941,Papa John`s #1579,14460 New Falls of Neuse Rd,Ste 115,RALEIGH,NC,27614-8227,(919) 488-7272,2000-04-28T00:00:00.000Z,Food Stand,1469,-78.54362008,35.94386602,M
194,4092021045,Cook Out,3244 Capital BLVD ,,RALEIGH,NC,27604-3338,(919) 862-8281,2000-12-08T00:00:00.000Z,Food Stand,1471,-78.58720925,35.82374558,M
195,4092014990,Texas Roadhouse #294,11440 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 569-2119,2007-10-24T00:00:00.000Z,Restaurant,1475,-78.54034204,35.95645938,M
196,4092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007-10-25T00:00:00.000Z,Restaurant,1476,-78.66105804,35.79149603,M
197,4092014046,Overtime Sports Pub,1030-149 N Rogers Ln ,,RALEIGH,NC,27610,(919) 255-9556,2004-05-04T00:00:00.000Z,Restaurant,1480,-78.54967347,35.79198567,M
198,4092021272,Moe's Southwest Grill,4325 Glenwood Ave ,Suite 2037,RALEIGH,NC,27612,(919) 235-4550,2004-05-01T00:00:00.000Z,Food Stand,1484,-78.68184484,35.84183815,T
199,4092021282,WalMart #5254 Deli,2114 S Main St ,,WAKE FOREST,NC,27587,(919) 562-2921,2004-07-15T00:00:00.000Z,Food Stand,1487,-78.5350345,35.95207529,M
200,4092050026,St Mary Magdalene School Cafeteria,625 Magdala PL ,,APEX,NC,27502,(919) 657-4800 ext. 298,2004-08-13T00:00:00.000Z,Private School Lunchrooms,1488,-78.87448735,35.72422747,M
201,4092110091,Swift Creek Elem. Sch. Cafeteria,5601 TRYON RD ,,RALEIGH,NC,27606-4451,(919) 233-4328,1992-08-20T00:00:00.000Z,Public School Lunchrooms,1491,-78.73391499,35.74400076,M
202,4092110131,Holly Ridge Elementary Cafeteria,900 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1310,2002-07-17T00:00:00.000Z,Public School Lunchrooms,1499,-78.81529539,35.65412904,M
203,4092110132,Reedy Creek Middle Sch. Cafeteria,930 Reedy Creek Rd ,,CARY,NC,27513,(919) 460-3516,2002-07-26T00:00:00.000Z,Public School Lunchrooms,1500,-78.76823405,35.81274835,M
204,4092021170,Snoopy`s Hot Dogs & More # 4,3600 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-9022,2003-02-05T00:00:00.000Z,Food Stand,1507,-78.68359497,35.79339075,M
205,4092021171,Super Target Deli,12000 Retail Dr,,WAKE FOREST,NC,27587,(919) 761-1001,2003-01-29T00:00:00.000Z,Food Stand,1508,-78.54185229,35.97418356,M
206,4092013746,Jersey Mike`s Subs,200 W Peace St ,Suite 140,RALEIGH,NC,27603,(919) 832-7972,2003-01-14T00:00:00.000Z,Restaurant,1525,-78.6419529,35.78866275,M
207,4092021167,Harris Teeter #21 Deli,501 Oberlin Rd ,,RALEIGH,NC,27605,(919) 828-9216,2003-01-31T00:00:00.000Z,Food Stand,1526,-78.66326182,35.79058333,M
208,4092015114,Subway #3262,1813 N Harrison AVE ,,CARY,NC,27513,(919) 678-1191,2008-04-23T00:00:00.000Z,Restaurant,1535,-78.76837941,35.82980559,M
209,4092015131,The Pit,328 W Davie ST ,,RALEIGH,NC,27601,(919) 890-4500,2008-05-14T00:00:00.000Z,Restaurant,1537,-78.64472372,35.77605684,M
210,4092021528,Pizza Hut,424-113 E Six Forks RD ,,RALEIGH,NC,27609,(919) 828-7808,2008-05-20T00:00:00.000Z,Food Stand,1538,-78.62512777,35.82006259,M
211,4092013059,PNC 310,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T00:00:00.000Z,Restaurant,1570,-78.7229363,35.8032419,M
212,4092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004-07-12T00:00:00.000Z,Public School Lunchrooms,1574,-78.88408977,35.8007194,M
213,4092160031,Tower Nursing and Rehabilitation Center Kitchen,3609 Bond St,,RALEIGH,NC,27604,(919) 231-8113,2003-07-10T00:00:00.000Z,Institutional Food Service,1582,-78.58155103,35.80357736,M
214,4092014956,Hardee`s #1206,5601 Creedmoor RD ,,RALEIGH,NC,27612,(919) 781-4332,2007-09-14T00:00:00.000Z,Restaurant,1589,-78.68107712,35.8581419,M
215,4092013023,Residence Inn-Crabtree Foodservice,2200 SUMMIT PARK LN ,,RALEIGH,NC,27612-4653,(919) 279-3000,1999-10-13T00:00:00.000Z,Restaurant,1605,-78.67562565,35.83458474,M
216,4092013947,Subway,809 E Williams St ,,APEX,NC,27502,(919) 632-1102,2002-11-13T00:00:00.000Z,Restaurant,1607,-78.84409422,35.72219594,M
217,4092013967,FEI Huang Restaurant at A&amp;C ,3210-131 S Wilmington St ,,RALEIGH,NC,27603,,2004-01-06T00:00:00.000Z,Restaurant,1611,-78.65050023,35.73622566,M
218,4092021217,Cook Out # 24,3222 S Wilmington St ,,RALEIGH,NC,27603,(919) 661-5811,2003-09-09T00:00:00.000Z,Food Stand,1621,-78.65069831,35.73659057,M
219,4092021235,Sam's Club #8223 Deli/Rotiserrie,2537 S Saunders St ,,RALEIGH,NC,27603,(919) 839-1700,2003-10-27T00:00:00.000Z,Food Stand,1623,-78.64662127,35.75036941,M
220,4092013248,Taco Bell / KFC 3248,5434 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 781-5458,2000-12-15T00:00:00.000Z,Restaurant,1660,-78.64059702,35.85499105,M
221,4092013636,Armadillo Grill,439 GLENWOOD AVE ,,RALEIGH,NC,27603-1219,(919) 546-0555,2002-07-16T00:00:00.000Z,Restaurant,1672,-78.6476584,35.78604393,M
222,4092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,,CARY,NC,27511-6715,(919) 468-8684,1998-12-31T00:00:00.000Z,Restaurant,1682,-78.79680797,35.78204441,M
223,4092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,,RALEIGH,NC,27606-3328,(919) 462-9010,1998-04-13T00:00:00.000Z,Restaurant,1684,-78.74231056,35.76486034,M
224,4092020916,Papa John`s #619,5260 Capital Blv,,RALEIGH,NC,27616-3232,(919) 872-7575,2000-01-14T00:00:00.000Z,Food Stand,1689,-78.580183,35.85814638,M
225,4092110098,DURANT ROAD MIDDLE SCHOOL CAFETERIA,10401 DURANT RD ,,RALEIGH,NC,27614-9706,(919) 518-0103,1995-07-07T00:00:00.000Z,Public School Lunchrooms,1695,-78.58824109,35.90237202,M
226,4092014980,Daly Cafe and Pub at Holiday Inn,930 Airport BLVD ,,MORRISVILLE,NC,27560,(919) 465-1910 ext. 101,2007-10-17T00:00:00.000Z,Restaurant,1715,-78.82187156,35.85658845,M
227,4092014123,New Wangs Kitchen,712 Laura Duncan RD ,,APEX,NC,27502,(919) 363-8030,2004-08-27T00:00:00.000Z,Restaurant,1718,-78.84201223,35.73509961,M
228,4092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994-03-22T00:00:00.000Z,Restaurant,1721,-78.65042032,35.73082159,M
229,4092013664,Magnolia Glen Senior Living,5301 CREEDMOOR RD ,,RALEIGH,NC,27612-6305,(919) 841-4747,2002-09-17T00:00:00.000Z,Restaurant,1723,-78.68244591,35.85410618,M
230,4092014045,Chinatown Express,5800 Duraleigh Rd ,,RALEIGH,NC,27612,,2004-04-28T00:00:00.000Z,Restaurant,1741,-78.7119026,35.85735834,M
231,4092014065,Shearon Harris Cafe,5413 Shearon Harris Rd,Zone 3,NEW HILL,NC,27562,(919) 362-2037,2004-06-02T00:00:00.000Z,Restaurant,1742,-78.94198643,35.64122549,M
232,4092014071,Wang`s Kitchen,1030-109 N Rogers Ln ,,RALEIGH,NC,27610,(919) 792-0788,2004-06-18T00:00:00.000Z,Restaurant,1746,-78.54967347,35.79198567,M
233,4092013988,Cook Out #25,3930 Western Blv ,,RALEIGH,NC,27606,(919) 821-2926,2004-02-18T00:00:00.000Z,Restaurant,1761,-78.69305854,35.78482575,M
234,4092110105,Jones Dairy Elem. Sch. Cafeteria,1100 JONES DAIRY RD ,,WAKE FOREST,NC,27587-9055,(919) 562-6170,1996-08-22T00:00:00.000Z,Public School Lunchrooms,1764,-78.47194575,35.94971409,M
235,4092021497,Harris Teeter #298 Meat Seafood,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007-12-13T00:00:00.000Z,Food Stand,1780,-78.90107787,35.82060358,M
236,4092010815,Wildwood Green Snack Bar,3000 Ballybunion Way ,,RALEIGH,NC,27612,(919) 846-5380,1991-05-13T00:00:00.000Z,Restaurant,1790,-78.6857282,35.91006629,M
237,4092012231,Knights Play Golf Center,2512 Ten Ten Rd,,APEX,NC,27502,(919) 303-3747,1998-04-27T00:00:00.000Z,Restaurant,1822,-78.81416547,35.71128486,M
238,4092013053,PNC 114 &amp; MAKUS,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T00:00:00.000Z,Restaurant,1823,-78.7229363,35.8032419,M
239,4092020607,DOMINOS PIZZA #8940,1368 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-5551,1994-05-20T00:00:00.000Z,Food Stand,1844,-78.77533433,35.59075091,M
240,4092013819,Cafe Carolina &amp; Bakery,137 Weston Pky,,CARY,NC,27513,(919) 678-8855,2003-06-23T00:00:00.000Z,Restaurant,1868,-78.77115656,35.82699882,M
241,4092014075,Buffalo Brothers,3111 Capital Blv,,RALEIGH,NC,27604,(919) 878-4800,2004-06-18T00:00:00.000Z,Restaurant,1882,-78.59044451,35.82314532,M
242,4092110151,Wake Forest Elem. Sch. Cafeteria,136 W Sycamore St ,,WAKE FOREST,NC,27587,(919) 554-8671,2004-08-25T00:00:00.000Z,Public School Lunchrooms,1885,-78.5145458,35.97682389,M
243,4092020945,Cook Out,1607 WALNUT ST,,CARY,NC,27511-5928,(919) 319-5414,2000-05-16T00:00:00.000Z,Food Stand,1889,-78.74808975,35.76411442,M
244,4092013106,Sawmill Tap Room,7701 LEAD MINE RD,,RALEIGH,NC,27615-4829,(919) 845-7889,2000-01-14T00:00:00.000Z,Restaurant,1892,-78.66032463,35.88500866,M
245,4092015443,MoonRunners Saloon,1506 US 70 HWY W ,,GARNER,NC,27529,(919) 662-5119,2009-08-12T00:00:00.000Z,Restaurant,1896,-78.6462377,35.72377782,M
246,4092110482,EAST MILLBROOK MIDDLE SCHOOL CAFETERIA,3801 SPRING FOREST RD ,,RALEIGH,NC,27616,(919) 850-8755 ext. 27354,2009-08-14T00:00:00.000Z,Public School Lunchrooms,1897,-78.57481627,35.85784609,M
247,4092110104,Jeffreys Grove Elem. Cafeteria,6119 CREEDMOOR RD,,RALEIGH,NC,27612-2210,(919) 881-4916,1996-08-19T00:00:00.000Z,Public School Lunchrooms,1918,-78.68095307,35.86826091,M
248,4092011805,Burger King #7810,7102 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545-9265,(919) 266-5966,1996-01-03T00:00:00.000Z,Restaurant,1924,-78.49170015,35.79787089,M
249,4092110101,Hodge Road Elementary Cafeteria,2128 Mingo Bluff Blvd,,KNIGHTDALE,NC,27545,(919) 266-8559,1995-09-12T00:00:00.000Z,Public School Lunchrooms,1937,-78.52263224,35.77684379,M
250,4092021091,BJ`s Warehouse Club #123 (Foodstand - MM Area),8811 Brier Creek Pky ,,RALEIGH,NC,27616,(919) 806-5000,2001-09-07T00:00:00.000Z,Food Stand,1953,-78.78753116,35.90154813,M
251,4092010218,Denny`s Restaurant,3215 Wake Forest Rd ,,RALEIGH,NC,27609-7446,(919) 876-9556,1991-04-05T00:00:00.000Z,Restaurant,1959,-78.6209672,35.82707648,M
252,4092110022,Sanderson High Sch. Cafeteria,5500 DIXON DR ,,RALEIGH,NC,27609-4202,(919) 881-4840,1991-05-01T00:00:00.000Z,Public School Lunchrooms,1960,-78.64657305,35.86106088,M
253,4092010072,Bojangles # 11,7525 Us 64 Hwy E,,KNIGHTDALE,NC,27545-9274,(919) 266-2768,1991-05-01T00:00:00.000Z,Restaurant,1961,0,0,U
254,4092010035,Ashworth Rexall Drug,105 W CHATHAM ST,,CARY,NC,27511-3331,(919) 467-1834,1991-05-02T00:00:00.000Z,Restaurant,1962,-78.78142086,35.78714267,M
255,4092160010,Rex Rehabilitation And Nursing Care Center Cafe,4210 Lake Boone Tra ,,RALEIGH,NC,27609,(919) 784-6632,2003-04-16T00:00:00.000Z,Institutional Food Service,1964,-78.70241996,35.81817245,M
256,4092015406,DUNKIN` DONUTS PC #347369,8710-100 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 784-0050,2009-05-29T00:00:00.000Z,Restaurant,1995,-78.74503936,35.88736454,M
257,4092013561,Cruizers #19,1205 NE MAYNARD RD,,CARY,NC,27513-4175,(919) 466-0308,2002-04-17T00:00:00.000Z,Restaurant,2004,-78.76291117,35.79469038,M
258,4092012901,Links Grille At Lochmere,2511 KILDAIRE FARM RD,,CARY,NC,27511-9611,(919) 851-0611,1999-03-29T00:00:00.000Z,Restaurant,2013,-78.76802116,35.72297677,M
259,4092110099,Oak Grove Elem. Sch Cafeteria,10401 Penny Rd,,CARY,NC,27602,(919) 387-4490,1995-07-21T00:00:00.000Z,Public School Lunchrooms,2029,0,0,U
260,4092011678,McDonald`s #14961,4413 Capital BLVD ,,RALEIGH,NC,27604-4314,(919) 878-0155,1995-04-22T00:00:00.000Z,Restaurant,2040,-78.58053149,35.84413369,M
261,4092015124,"Ruckus Pizza, Pasta &amp; Spirits",8111-208 Tryon Woods  DR ,,CARY,NC,27518,(919) 851-3999,2008-05-02T00:00:00.000Z,Restaurant,2046,-78.74266974,35.7468093,M
262,4092300219,Food Lion #75 Meat Market,1339 5th Ave ,,GARNER,NC,27529,(919) 779-0770,2003-09-18T00:00:00.000Z,Meat Market,2052,-78.62278736,35.70820906,M
263,4092013899,Little Caesars,1320 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-8688,2003-09-10T00:00:00.000Z,Restaurant,2053,-78.77767412,35.59054043,M
264,4092010167,Cloos Coney Island,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 834-3354,1991-04-19T00:00:00.000Z,Restaurant,2055,-78.67605091,35.77835817,M
265,4092011949,O`Malley`s Tavern,5228 HOLLYRIDGE DR ,,RALEIGH,NC,27612-3114,(919) 787-1234,1996-10-14T00:00:00.000Z,Restaurant,2062,-78.70051587,35.85321466,M
266,4092012875,Ruckus Pizza,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999-02-18T00:00:00.000Z,Restaurant,2068,-78.67605091,35.77835817,M
267,4092110102,Hilburn Drive Elementary Cafeteria,7100 HILBURN DR ,,RALEIGH,NC,27613-4139,(919) 571-6818,1995-11-08T00:00:00.000Z,Public School Lunchrooms,2075,-78.71430503,35.87483873,M
268,4092013159,LaForesta Italian Cafe And Pizzeria,203 BROOKS ST,,WAKE FOREST,NC,27587-2703,(919) 554-4555,2000-06-09T00:00:00.000Z,Restaurant,2083,-78.50816664,35.97739871,M
269,4092020961,Food Lion #1484 Deli ,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000-07-01T00:00:00.000Z,Food Stand,2088,-78.692995,35.81676997,M
270,4092020982,Food Lion #815 Deli ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000-07-01T00:00:00.000Z,Food Stand,2089,-78.38037181,35.79568777,M
271,4092011278,Hardees #1638,403 S Main St ,,ROLESVILLE,NC,27571-9664,(919) 554-2720,1993-05-07T00:00:00.000Z,Restaurant,2123,-78.46490482,35.91816232,M
272,4092021132,Whole Foods Market Produce Department,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,2002-07-23T00:00:00.000Z,Food Stand,2131,-78.68558086,35.80212022,M
273,4092021519,International Foods Meats,421 Chapanoke  RD ,Ste 140,RALEIGH,NC,27603,(919) 662-5428,2008-03-14T00:00:00.000Z,Food Stand,2139,-78.65331762,35.73463329,M
274,4092015087,BRUEGGERS BAGELS #644,3510 WADE AVE ,,RALEIGH,NC,27607,(919) 828-1301,2008-03-20T00:00:00.000Z,Restaurant,2140,-78.68558086,35.80212022,M
275,4092013750,Fuji China,4001 Widewater Pky ,Suite E,KNIGHTDALE,NC,27545,(919) 217-8568,2003-01-02T00:00:00.000Z,Restaurant,2143,-78.50515596,35.79511678,M
276,4092021137,Lowes Foods #189 Produce ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002-08-28T00:00:00.000Z,Food Stand,2161,-78.50515596,35.79511678,M
277,4092013906,Chick-Fil-A #01488,220 Shenstone Blv ,,GARNER,NC,27529,(919) 329-0275,2003-09-26T00:00:00.000Z,Restaurant,2172,-78.58261702,35.69212111,M
278,4092013971,Mac`s Tavern,1014 Ryan Rd,,CARY,NC,27511,(919) 467-4114,2004-01-09T00:00:00.000Z,Restaurant,2175,-78.76677132,35.77674815,M
279,4092013994,Beansprout Chinese Restaurant,3721 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-0554,2004-02-23T00:00:00.000Z,Restaurant,2177,-78.68759244,35.79393832,M
